iter	MultiClass
193	0.05226973261
194	0.0519524642
195	0.05171838015
196	0.05150262159
197	0.05127715139
198	0.05107376619
199	0.0507522142
200	0.05056335838
201	0.05021769313
202	0.04988416084
203	0.04965285815
204	0.04951054795
205	0.04929849695
206	0.04914814896
207	0.04900701633
208	0.04886321756
209	0.04878477316
210	0.04850293508
211	0.04823434576
212	0.04799247228
213	0.04775992625
214	0.04754260654
215	0.04738400306
216	0.04724312742
217	0.04711466569
218	0.04686376094
219	0.04657649391
220	0.04645596331
221	0.04621549341
222	0.04589689154
223	0.04546744709
224	0.04529563145
225	0.04502668467
226	0.04482250839
227	0.04445016061
228	0.04425539069
229	0.0439574716
230	0.0436521249
231	0.04344434548
232	0.04316339719
233	0.04305494433
234	0.04298921431
235	0.04277278893
236	0.04246658124
237	0.04233810548
238	0.04211555325
239	0.04181415035
240	0.04171611139
241	0.04152468354
242	0.0414477611
243	0.04105126442
244	0.04096568883
245	0.04080801384
246	0.04073249557
247	0.04055834182
248	0.04043992135
249	0.04020981483
250	0.040038004
251	0.03970706307
252	0.03957841033
253	0.03941329648
254	0.03930524259
255	0.03922203973
256	0.03902191289
257	0.03886972575
258	0.03876579529
259	0.03857522431
260	0.03848218847
261	0.03836937352
262	0.03820917852
263	0.03810305618
264	0.03794585805
265	0.03785815424
266	0.03776417766
267	0.03769507963
268	0.03761145962
269	0.03752330242
270	0.03730554123
271	0.03713372276
272	0.03696105462
273	0.03685148403
274	0.03674489603
275	0.03642135262
276	0.0361646519
277	0.03602152419
278	0.03587855103
279	0.03578947476
280	0.03563711572
281	0.0355104356
282	0.03546471693
283	0.03522492095
284	0.03516630521
285	0.03500041989
286	0.03481767494
287	0.03460423645
288	0.03446169961
289	0.03422249723
290	0.03411549701
291	0.0340231685
292	0.03391617114
293	0.03379649745
294	0.03367987142
295	0.03349719567
296	0.03343582124
297	0.03317401623
298	0.03303735111
299	0.03288929057
300	0.03282478353
301	0.03278187059
302	0.03264559032
303	0.03257389001
304	0.03245097236
305	0.03234923077
306	0.03227278544
307	0.03217920688
308	0.0321046709
309	0.03201975266
310	0.03183070994
311	0.03175811572
312	0.03170514335
313	0.0316036077
314	0.03150066225
315	0.03134906595
316	0.03121050379
317	0.03107909385
318	0.03102693867
319	0.03092888812
320	0.03086918818
321	0.03072980108
322	0.0306067647
323	0.03048828022
324	0.03041487697
325	0.03027855441
326	0.03011577642
327	0.03007021997
328	0.02997357783
329	0.02984050022
330	0.0297115232
331	0.02965122571
332	0.02949367954
333	0.02941196637
334	0.02926823672
335	0.02915278204
336	0.02906655306
337	0.02899796162
338	0.02896140262
339	0.02890696492
340	0.028816672
341	0.02871978995
342	0.02862256379
343	0.02853212138
344	0.02842450313
345	0.02834993629
346	0.02830638771
347	0.02819541785
348	0.02816431268
349	0.02803880707
350	0.02789046544
351	0.02781328819
352	0.02768198021
353	0.02761780795
354	0.0275663287
355	0.0275111219
356	0.02739812763
357	0.02724392766
358	0.02714567009
359	0.02706035826
360	0.0269940613
361	0.02695567168
362	0.02682147071
363	0.02676728788
364	0.02665769091
365	0.02658229854
366	0.02655755129
367	0.02651938215
368	0.0264677086
369	0.02640177511
370	0.02633541724
371	0.02629777984
372	0.02615836372
373	0.0260898457
374	0.02600686673
375	0.02595762473
376	0.02589958956
377	0.02584573808
378	0.02578651285
379	0.02569901947
380	0.02564631108
381	0.02559503654
382	0.02544025959
383	0.02537719187
384	0.02532724024
385	0.02527552909
386	0.02519173057
387	0.02515525499
388	0.0251019846
389	0.02502057167
390	0.0249281548
391	0.02489707227
392	0.02471745937
393	0.02454052413
394	0.02450376423
395	0.02438303013
396	0.02432575727
397	0.02425294323
398	0.02416558216
399	0.02411598143
400	0.02407750095
401	0.02398902175
402	0.02393636403
403	0.02386118464
404	0.02383619274
405	0.02378512771
406	0.02372655689
407	0.02364630426
408	0.02359464498
409	0.02350666792
410	0.02344640831
411	0.02328060638
412	0.02323616848
413	0.02315560212
414	0.02312611264
415	0.02306429533
416	0.02300111289
417	0.02285537292
418	0.02279589536
419	0.02273965161
420	0.02269112735
421	0.0226456798
422	0.02262095655
423	0.02260009085
424	0.0225442268
425	0.0224863029
426	0.02243141324
427	0.02230218773
428	0.02221410438
429	0.02218566016
430	0.02216145632
431	0.02207259264
432	0.02204543468
433	0.02200288205
434	0.02190500521
435	0.02185758138
436	0.02180194094
437	0.02177054044
438	0.02170868468
439	0.02166644259
440	0.02161911086
441	0.02154765973
442	0.02152096368
443	0.02148194188
444	0.02135204206
445	0.02131572503
446	0.0212283057
447	0.02117404236
448	0.02113262415
449	0.02109085678
450	0.021005302
451	0.02097997218
452	0.02090555716
453	0.02083997878
454	0.02070524323
455	0.02055927575
456	0.02052043912
457	0.02047431183
458	0.02042188247
459	0.02034163104
460	0.02026603158
461	0.0202043739
462	0.02016104787
463	0.02012761964
464	0.02009953163
465	0.02002680886
466	0.01995783723
467	0.01992139522
468	0.01989189809
469	0.01987113228
470	0.01981636188
471	0.01977003482
472	0.01972480269
473	0.01966839648
474	0.01960983495
475	0.01956215881
476	0.01953497351
477	0.01950641539
478	0.01943295309
479	0.01941052219
480	0.01937305086
481	0.01923184887
482	0.01921661431
483	0.01920526537
484	0.01915249553
485	0.01913580124
486	0.01912185786
487	0.01909705492
488	0.01905370964
489	0.01901530432
490	0.01898697854
491	0.01896811453
492	0.01891091653
493	0.01886684116
494	0.01884829612
495	0.01877206218
496	0.0187226707
497	0.01864353756
498	0.01860214529
499	0.0185622714
500	0.01855010548
501	0.01846759535
502	0.01842788792
503	0.01839868212
504	0.01837407692
505	0.01835239594
506	0.01830331874
507	0.01824737477
508	0.01818166701
509	0.01812313023
510	0.01804060429
511	0.01798191265
512	0.01792068303
513	0.01786573033
514	0.01783926149
515	0.01781148391
516	0.01777662857
517	0.01775608329
518	0.01768291062
519	0.0176370865
520	0.01756616092
521	0.01752867795
522	0.01751720027
523	0.01747137597
524	0.01743542357
525	0.01739738951
526	0.01734819481
527	0.01729449209
528	0.01723132124
529	0.01718996892
530	0.01714513774
531	0.01710578893
532	0.01709714892
533	0.01702681372
534	0.01699236448
535	0.01696488671
536	0.01694532611
537	0.01690613443
538	0.01683725045
539	0.01682041921
540	0.01677268344
541	0.01674515473
542	0.01669186029
543	0.01665924352
544	0.01659440672
545	0.01652896916
546	0.01650224418
547	0.01646748824
548	0.01645675111
549	0.01639893177
550	0.01629798392
551	0.01626566646
552	0.01621309095
553	0.01616689727
554	0.01615260408
555	0.01611746893
556	0.0160936948
557	0.01606890797
558	0.01603550476
559	0.01599208212
560	0.0159630771
561	0.01594424494
562	0.01587356589
563	0.01584406872
564	0.01582754978
565	0.01579404489
566	0.01575943641
567	0.01568130109
568	0.01563214147
569	0.01561899572
570	0.01560948778
571	0.01556380608
572	0.01550635944
573	0.01545153892
574	0.01543477577
575	0.01541787855
576	0.01538040397
577	0.0153639588
578	0.01535075761
579	0.01533472513
580	0.01528208124
581	0.01525470356
582	0.01523867609
583	0.01521785633
584	0.01517213134
585	0.01511586058
586	0.01507030422
587	0.01503788456
588	0.01501566572
589	0.01496313786
590	0.01494107175
591	0.01485901064
592	0.01484679192
593	0.01481726156
594	0.01477701819
595	0.01473846449
596	0.01468438487
597	0.01466873316
598	0.01465530948
599	0.01463877567
600	0.01461885337
601	0.01458901924
602	0.0145576378
603	0.01454619792
604	0.01450388222
605	0.01447461896
606	0.0144567535
607	0.01442534198
608	0.01440622683
609	0.01439101477
610	0.01435964536
611	0.01431339102
612	0.01430558562
613	0.01424621729
614	0.01421944573
615	0.01418953999
616	0.0141677309
617	0.01414677884
618	0.01412235713
619	0.01408602679
620	0.01403625633
621	0.01398213696
622	0.01393343756
623	0.01391656535
624	0.01387371815
625	0.0138416891
626	0.01383300386
627	0.01382696993
628	0.01380301947
629	0.0137790351
630	0.01373373419
631	0.01370622033
632	0.01366755584
633	0.01364776569
634	0.01361961107
635	0.0136029669
636	0.01357346811
637	0.01353349528
638	0.01349977205
639	0.01346096531
640	0.01343293623
641	0.01341368843
642	0.0133837748
643	0.01332212971
644	0.01330756816
645	0.01324317856
646	0.01322243837
647	0.01321229799
648	0.01320079199
649	0.01317003372
650	0.01316237564
651	0.01314425962
652	0.01312262314
653	0.01311079261
654	0.01310210633
655	0.0130888779
656	0.01304811027
657	0.01302541761
658	0.01298430137
659	0.01296974139
660	0.0129416447
661	0.01290016377
662	0.01288258882
663	0.01283627572
664	0.0128198101
665	0.01279053179
666	0.01276375436
667	0.01273195463
668	0.01270883028
669	0.01269734983
670	0.01267894657
671	0.01262504961
672	0.01259175029
673	0.01257591786
674	0.01253064918
675	0.01250851411
676	0.01247627669
677	0.01246537389
678	0.01242831063
679	0.0124088923
680	0.01240554398
681	0.01238559137
682	0.0123817567
683	0.0123709532
684	0.01234315683
685	0.01233466294
686	0.012295882
687	0.01227142195
688	0.01224564169
689	0.01221581722
690	0.01219201864
691	0.0121682693
692	0.01212518123
693	0.012115188
694	0.01210162829
695	0.01207981966
696	0.01207594504
697	0.01204765819
698	0.01203458273
699	0.01202750047
700	0.01199963259
701	0.01198765098
702	0.01196822732
703	0.01194784533
704	0.01192385074
705	0.01186607529
706	0.01184309612
707	0.0118161581
708	0.01177807019
709	0.01174842339
710	0.01169024524
711	0.0116557946
712	0.01163652879
713	0.0116232007
714	0.01160995363
715	0.01159530779
716	0.01157223868
717	0.01156395971
718	0.01154891757
719	0.01149571259
720	0.01146161213
721	0.01141408872
722	0.0113981811
723	0.01136633357
724	0.01134781891
725	0.01133817748
726	0.01130797445
727	0.01128402855
728	0.01128043312
729	0.01126497244
730	0.01124941004
731	0.01122485016
732	0.01120954713
733	0.0112002154
734	0.01117833456
735	0.01116316655
736	0.01114875094
737	0.01113663283
738	0.01111613269
739	0.01110495589
740	0.01108672702
741	0.01107917911
742	0.01105715848
743	0.01103844587
744	0.01103444328
745	0.01102671014
746	0.01099903575
747	0.01097730467
748	0.01095643308
749	0.0109415232
750	0.01092397985
751	0.01090025709
752	0.01087226224
753	0.01085728195
754	0.01084960407
755	0.0108441153
756	0.01082623557
757	0.01080359778
758	0.01079075604
759	0.01078088099
760	0.01077321243
761	0.01075836104
762	0.01074390864
763	0.0107289736
764	0.0107142626
765	0.01069945382
766	0.01069317797
767	0.01065841868
768	0.01064531759
769	0.0106361825
770	0.01059795438
771	0.01057735605
772	0.0105715269
773	0.01054868105
774	0.01054057361
775	0.01052500636
776	0.01049207146
777	0.01046981124
778	0.01046127515
779	0.01043461983
780	0.0104295669
781	0.0104155774
782	0.01036653901
783	0.01034899342
784	0.01033387564
785	0.01031690909
786	0.0102844826
787	0.01026748448
788	0.0102610147
789	0.0102477215
790	0.01022631468
791	0.01022151477
792	0.01019758899
793	0.01017710334
794	0.01016881026
795	0.01015216512
796	0.0101424257
797	0.01013405968
798	0.01010790139
799	0.01010390597
800	0.01009349344
801	0.01007610034
802	0.01005404356
803	0.01003825626
804	0.01001781342
805	0.009998584488
806	0.009975545981
807	0.009968860397
808	0.009950779974
809	0.009903408685
810	0.009896089259
811	0.009889802451
812	0.0098512625
813	0.009824536377
814	0.009817519196
815	0.009808593861
816	0.00978726653
817	0.0097713444
818	0.009751945708
819	0.009745518433
820	0.009697886752
821	0.009683090233
822	0.00965686881
823	0.009647608671
824	0.009633126951
825	0.009614017329
826	0.009601926984
827	0.00957940768
828	0.009567948392
829	0.009554649959
830	0.009543698011
831	0.00953361547
832	0.009514202174
833	0.009477689759
834	0.009454125635
835	0.009425839744
836	0.009422336199
837	0.009411730352
838	0.009390202004
839	0.009385067732
840	0.009368075663
841	0.009359732187
842	0.009334149602
843	0.009316238563
844	0.009300599184
845	0.00928707092
846	0.009277955061
847	0.009261007619
848	0.0092510467
849	0.009245886423
850	0.009228047325
851	0.009221178724
852	0.009215024292
853	0.009202501555
854	0.009185610044
855	0.009169198035
856	0.009163260976
857	0.009145508609
858	0.009122125874
859	0.009102934366
860	0.00908603982
861	0.009080373949
862	0.009070015737
863	0.009064515033
864	0.009050714116
865	0.009044890881
866	0.009039850532
867	0.009029114476
868	0.009023347589
869	0.009014960146
870	0.009000624343
871	0.008990344644
872	0.008981726216
873	0.008958565804
874	0.008949133493
875	0.008937807518
876	0.008931595389
877	0.008889220703
878	0.008881353251
879	0.008869907641
880	0.008849480053
881	0.008843252311
882	0.00882769271
883	0.008814012901
884	0.008807344813
885	0.008803713053
886	0.008789877148
887	0.008773859915
888	0.008763420659
889	0.008754851826
890	0.00874872681
891	0.008717206572
892	0.008709750425
893	0.008679700132
894	0.008666316432
895	0.008661665482
896	0.008645016695
897	0.008632467669
898	0.008590962203
899	0.008588554559
900	0.008575873762
901	0.008563592715
902	0.008548244348
903	0.008535389442
904	0.008509647693
905	0.008506434682
906	0.008490641787
907	0.00848293807
908	0.008469833829
909	0.008453060603
910	0.00844486409
911	0.008438736564
912	0.008421646591
913	0.008417403657
914	0.008413668909
915	0.008401996645
916	0.008391158395
917	0.008379420398
918	0.008369793509
919	0.008355110046
920	0.008347317997
921	0.008336226752
922	0.008306526689
923	0.008298804418
924	0.008293825372
925	0.008273182632
926	0.008258710004
927	0.008249687239
928	0.00824567862
929	0.008236965652
930	0.008223523909
931	0.008219976631
932	0.008215110104
933	0.008203304872
934	0.008198972605
935	0.008178568349
936	0.008147698406
937	0.008138443306
938	0.00813087208
939	0.008113816549
940	0.008103113051
941	0.008096084835
942	0.00809274643
943	0.008083084519
944	0.008079666239
945	0.008066330691
946	0.008041674694
947	0.008036134987
948	0.008020031025
949	0.008014398308
950	0.007990912007
951	0.007985395531
952	0.007979670165
953	0.007959354216
954	0.007951001925
955	0.007941700846
956	0.007936219174
957	0.007926301291
958	0.007915015947
959	0.007904429601
960	0.007899947056
961	0.007889693155
962	0.007874710058
963	0.007851369558
964	0.007836572708
965	0.007827098664
966	0.007820876779
967	0.007805065896
968	0.007798991878
969	0.007786795243
970	0.007764605457
971	0.007757030719
972	0.007739751128
973	0.007730792917
974	0.007725473267
975	0.007702514934
976	0.007681754044
977	0.00767232618
978	0.007666672767
979	0.007653281325
980	0.007648122204
981	0.007635493919
982	0.007625750111
983	0.007620347097
984	0.007605464322
985	0.007596389516
986	0.007592238633
987	0.007580020589
988	0.007576615008
989	0.007574926346
990	0.007569329797
991	0.007563704172
992	0.007549659734
993	0.007540502289
994	0.007530342682
995	0.00751284353
996	0.007507341659
997	0.007497230485
998	0.007494195762
999	0.007481382446
